county,state,2016,2017,2018,rank in State,% change 2017,% change 2018,rank 2018
Chester,,31868,32532,33642,69,2.1,3.4,75
Claiborne,,33140,33910,35384,57,2.3,4.3,35
Clay,,28819,30471,31013,84,5.7,1.8,92
Coffee,,36771,37323,38656,39,1.5,3.6,69
Cumberland,,34810,35518,36613,50,2,3.1,79
Davidson,,59135,62876,66060,2,6.3,5.1,8
Decatur,,41029,40812,42639,15,-0.5,4.5,24
DeKalb,,37704,38125,40132,28,1.1,5.3,6
Fayette,,51961,52993,55364,3,2,4.5,26
Franklin,,36021,37289,38880,36,3.5,4.3,40
,,,,,,,,
Greene,,37665,38618,39971,29,2.5,3.5,72
Grundy,,29391,29839,31011,85,1.5,3.9,61
Hamilton,,48244,49813,51743,4,3.3,3.9,64
Hancock,,25563,25777,27042,93,0.8,4.9,10
Hardin,,36679,37778,39387,34,3,4.3,42
Haywood,,30605,30348,32023,80,-0.8,5.5,3
Henderson,,33321,34542,35748,56,3.7,3.5,73
Henry,,39405,40561,41989,18,2.9,3.5,71
Hickman,,30049,31401,32780,75,4.5,4.4,30
Houston,,30813,32184,32822,74,4.4,2,89
Humphreys,,36774,38135,38665,38,3.7,1.4,95
Jackson,,29190,29939,31189,83,2.6,4.2,48
Jefferson,,33160,34289,35866,55,3.4,4.6,17
Johnson,,30327,31510,32249,78,3.9,2.3,86
Knox,,46360,47574,49738,5,2.6,4.5,19
,,,,,,,,
Lauderdale,,28313,27910,29187,91,-1.4,4.6,18
Lawrence,,32504,33873,35252,58,4.2,4.1,55
Lewis,,32167,32996,34432,60,2.6,4.4,34
Lincoln,,38803,39511,41388,20,1.8,4.8,12
Macon,,31629,32787,33297,73,3.7,1.6,93
Madison,,39965,40781,42720,13,2,4.8,11
Marion,,35950,36950,38450,42,2.8,4.1,56
Marshall,,35587,36075,37550,45,1.4,4.1,52
Meigs,,31637,32771,33526,70,3.6,2.3,87
Monroe,,31572,31971,33338,72,1.3,4.3,38
Montgomery,,39791,40461,41031,22,1.7,1.4,94
Moore,,38696,39731,41276,21,2.7,3.9,62
Morgan,,27538,28339,29380,90,2.9,3.7,67
Perry,,32410,33301,34268,61,2.7,2.9,80
Polk,,31954,32647,33772,66,2.2,3.4,74
Putnam,,37338,38079,39509,32,2,3.8,66
Robertson,,38995,40211,42104,17,3.1,4.7,14
Rutherford,,38634,39262,41031,22,1.6,4.5,21
Scott,,27627,28106,29758,88,1.7,5.9,2
Sevier,,36909,37910,39474,33,2.7,4.1,50
Shelby,,46015,47338,49465,6,2.9,4.5,22
Smith,,35104,36263,37742,44,3.3,4.1,53
Stewart,,38751,39111,39853,30,0.9,1.9,90
Sullivan,,39870,40810,42606,16,2.4,4.4,29
Sumner,,45083,46465,48656,8,3.1,4.7,13
Tipton,,36399,37085,38547,41,1.9,3.9,60
Union,,29862,30516,31693,82,2.2,3.9,65
Van Buren,,30102,30207,30770,86,0.3,1.9,91
Warren,,32823,33253,33970,64,1.3,2.2,88
Washington,,40412,41539,43299,11,2.8,4.2,44
Wayne,,26167,27448,28962,92,4.9,5.5,4
White,,31151,31628,32477,77,1.5,2.7,84
Williamson,,92654,91001,94872,1,-1.8,4.3,43
Wilson,,45494,46989,49092,7,3.3,4.5,25
,,,,,,,,
Texas,,45616,47929,50355,--,5.1,5.1,--
Anderson,,32898,32547,34242,220,-1.1,5.2,101
Armstrong,,45666,44118,47995,62,-3.4,8.8,28
Bell,,40809,41905,42773,111,2.7,2.1,229
Brooks,,32958,33258,33861,222,0.9,1.8,230
Brown,,35595,37219,38830,170,4.6,4.3,147
Caldwell,,31484,32083,33668,223,1.9,4.9,119
Calhoun,,35361,36603,38668,171,3.5,5.6,83
Cameron,,27023,27427,28756,246,1.5,4.8,121
Cass,,34656,35274,36905,191,1.8,4.6,132
Chambers,,51304,52075,53673,37,1.5,3.1,212
Cherokee,,33310,33534,34468,219,0.7,2.8,220
Clay,,41629,40793,42335,117,-2,3.8,178
Colorado,,42593,45012,46821,68,5.7,4,163
Comanche,,37271,39960,42465,116,7.2,6.3,64
Crockett,,35792,38073,41472,134,6.4,8.9,27
Dallas,,53531,55947,58993,19,4.5,5.4,90
Dawson,,31103,35739,37111,189,14.9,3.8,173
Delta,,35151,34263,34803,211,-2.5,1.6,233
Duval,,33698,34884,36418,199,3.5,4.4,143
Edwards,,32637,32845,35182,210,0.6,7.1,50
Ellis,,41204,42741,44313,88,3.7,3.7,183
El Paso,,33321,34242,35856,203,2.8,4.7,127
Fannin,,35465,36567,37605,185,3.1,2.8,218
Fayette,,46724,50750,53564,38,8.6,5.5,86
Floyd,,32959,36911,37367,186,12,1.2,236
Franklin,,35928,37675,39730,154,4.9,5.5,88
Gray,,38572,42217,44002,92,9.4,4.2,154
Grayson,,39971,40662,42195,118,1.7,3.8,179
Guadalupe,,42066,43161,44809,84,2.6,3.8,175
Hale,,29609,30784,32263,229,4,4.8,122
Hall,,25421,26903,30180,241,5.8,12.2,16
Hamilton,,54041,57022,60744,17,5.5,6.5,60
Hardeman,,37864,37991,38212,176,0.3,0.6,239
Hardin,,43228,44273,45982,76,2.4,3.9,172
Harris,,50511,53708,56474,28,6.3,5.2,108
Harrison,,39057,39812,41917,124,1.9,5.3,97
Haskell,,33290,33593,34530,216,0.9,2.8,219
Henderson,,36736,37992,39627,155,3.4,4.3,149
Hidalgo,,25111,25451,26410,252,1.4,3.8,180
Hill,,36369,37228,39205,164,2.4,5.3,96
Hopkins,,36250,37630,39120,166,3.8,4,167
Houston,,35090,35966,38081,179,2.5,5.9,73
Howard,,34024,36824,40255,148,8.2,9.3,24
Hutchinson,,40876,39702,41550,132,-2.9,4.7,129
Jackson,,37805,39122,41770,127,3.5,6.8,57
Jasper,,37997,39391,40803,139,3.7,3.6,190
Jeff Davis,,39488,39037,42947,107,-1.1,10,23
Jefferson,,41102,42223,44065,90,2.7,4.4,145
Johnson,,38654,40237,41697,129,4.1,3.6,186
Jones,,29163,29605,30559,237,1.5,3.2,205
Kendall,,81213,81411,84270,4,0.2,3.5,193
Kent,,45594,47512,54858,33,4.2,15.5,9
Knox,,35657,35560,38457,173,-0.3,8.1,35
Lamar,,38668,40213,40763,140,4,1.4,234
Lee,,42861,44829,46713,69,4.6,4.2,158
Leon,,36535,37335,40388,147,2.2,8.2,33
Liberty,,35306,36112,37237,187,2.3,3.1,209
Limestone,,32615,33679,35771,205,3.3,6.2,65
Madison,,28695,29391,30435,239,2.4,3.6,192
Marion,,34675,35869,38063,180,3.4,6.1,68
Martin,,44286,51647,56021,29,16.6,8.5,31
Mason,,38870,43190,44601,85,11.1,3.3,202
Medina,,36801,37878,39403,160,2.9,4,162
Menard,,35913,33800,35311,208,-5.9,4.5,139
Midland,,75668,110511,124455,2,46,12.6,13
Mills,,35655,36251,37153,188,1.7,2.5,224
Mitchell,,28915,30799,31913,232,6.5,3.6,188
Montgomery,,55493,60783,63605,12,9.5,4.6,131
Moore,,38631,40370,41275,135,4.5,2.2,226
Morris,,39989,41091,43421,101,2.8,5.7,81
Newton,,30259,32100,33350,225,6.1,3.9,170
Oldham,,49574,47670,49120,58,-3.8,3,213
,,,,,,,,
Panola,,38031,40093,43508,99,5.4,8.5,30
Polk,,37521,37969,39438,158,1.2,3.9,171
Potter,,40158,41721,43945,93,3.9,5.3,95
Red River,,38781,39187,40648,142,1,3.7,181
Roberts,,36938,37902,41971,123,2.6,10.7,22
Robertson,,38395,38039,40394,146,-0.9,6.2,66
Sabine,,33433,33646,34631,214,0.6,2.9,215
Shelby,,35460,38733,41666,130,9.2,7.6,46
Sherman,,55578,63291,49508,56,13.9,-21.8,254
Smith,,46218,52034,55229,32,12.6,6.1,67
Stephens,,37650,36060,39289,162,-4.2,9,25
Taylor,,42087,42874,45333,81,1.9,5.7,80
Terrell,,48983,44418,48024,61,-9.3,8.1,36
Trinity,,33260,33099,34514,217,-0.5,4.3,151
Walker,,26726,26880,28016,250,0.6,4.2,156
Ward,,37436,42704,49916,54,14.1,16.9,7
Washington,,47791,49737,52265,41,4.1,5.1,113
Wheeler,,36574,39820,41801,126,8.9,5,116
Wichita,,39723,41049,43170,104,3.3,5.2,107
Williamson,,46300,48308,50776,47,4.3,5.1,111
Wilson,,41077,42643,44255,89,3.8,3.8,177
Wood,,36160,36996,38152,178,2.3,3.1,208
,,,,,,,,
Beaver,,28722,32777,33739,23,14.1,2.9,26
Carbon,,34708,36013,38499,14,3.8,6.9,4
Davis,,42833,43882,46286,6,2.4,5.5,10
Garfield,,34750,36486,36688,18,5,0.6,28
Grand,,46350,50409,54010,2,8.8,7.1,2
Iron,,29410,30840,32197,26,4.9,4.4,21
Kane,,37837,39099,40257,10,3.3,3,25
Morgan,,48054,49753,52426,5,3.5,5.4,11
San Juan,,24069,25344,26638,29,5.3,5.1,14
Sevier,,30534,31954,34117,22,4.7,6.8,5
Summit,,117039,123795,131606,1,5.8,6.3,6
Utah,,37454,38880,40919,9,3.8,5.2,12
Washington,,34775,36809,38847,13,5.8,5.5,9
Wayne,,33807,36512,39096,11,8,7.1,3
,,,,,,,,
Essex,,33875,35279,36008,14,4.1,2.1,14
Franklin,,43222,44824,46220,11,3.7,3.1,13
,,,,,,,,
Orleans,,41180,42121,43542,12,2.3,3.4,12
Washington,,56943,57865,60255,2,1.6,4.1,5
Windham,,48111,48976,50925,9,1.8,4,8
,,,,,,,,
Bath,,56791,60042,61628,13,5.7,2.6,103
Bedford,,42829,44602,46707,40,4.1,4.7,31
Brunswick,,30961,31653,32682,99,2.2,3.3,94
Buchanan,,31640,34449,36229,88,8.9,5.2,14
Caroline,,39326,40604,41781,61,3.2,2.9,102
Charlotte,,33891,34509,35970,90,1.8,4.2,59
Chesterfield,,50348,52024,53695,24,3.3,3.2,95
Clarke,,62428,63517,67111,9,1.7,5.7,8
Craig,,34951,36710,38185,79,5,4,71
Cumberland,,35991,37457,38698,76,4.1,3.3,90
Essex,,39007,40721,42334,59,4.4,4,78
Floyd,,35961,36744,38903,73,2.2,5.9,6
Franklin,,38161,39004,40781,64,2.2,4.6,41
Giles,,37181,38194,40117,68,2.7,5,17
Gloucester,,46566,48145,50502,34,3.4,4.9,23
Grayson,,30715,31518,33013,97,2.6,4.7,28
Greene,,41365,42446,44383,49,2.6,4.6,40
Halifax,,34474,35571,37329,82,3.2,4.9,22
Highland,,42494,43308,46113,44,1.9,6.5,4
Lancaster,,54062,56871,60152,15,5.2,5.8,7
Lee,,28194,29135,30303,105,3.3,4,72
Louisa,,39418,41125,42476,57,4.3,3.3,91
Madison,,48579,46555,48822,38,-4.2,4.9,24
Mecklenburg,,34658,35764,37240,84,3.2,4.1,65
Middlesex,,46188,49250,51213,29,6.6,4,75
Nelson,,47313,48296,50717,32,2.1,5,19
Northampton,,44304,45890,49313,36,3.6,7.5,3
Northumberland,,47818,49102,52946,26,2.7,7.8,2
Orange,,45973,46906,49010,37,2,4.5,45
Page,,36559,37451,39109,72,2.4,4.4,47
Pulaski,,37559,38384,40443,65,2.2,5.4,11
Richmond,,34973,35508,36799,87,1.5,3.6,85
Russell,,31088,32004,33498,96,2.9,4.7,34
Scott,,31597,32258,33769,94,2.1,4.7,33
Stafford,,51812,52940,55076,22,2.2,4,70
Surry,,40414,42826,46413,43,6,8.4,1
Sussex,,28994,30082,31378,103,3.8,4.3,50
Tazewell,,33965,37042,38888,74,9.1,5,20
Warren,,44094,44910,46743,39,1.9,4.1,69
Westmoreland,,40239,41296,43166,55,2.6,4.5,44
Hampton,,40790,41931,43547,51,2.8,3.9,83
Norfolk,,38826,40107,41822,60,3.3,4.3,53
Richmond,,51684,54139,56306,19,4.8,4,73
Suffolk,,48579,49703,51798,28,2.3,4.2,60
,,,,,,,,
Washington,,55884,58550,62026,--,4.8,5.9,--
Adams,,40769,42314,42800,26,3.8,1.1,37
Benton,,45223,46034,47465,15,1.8,3.1,33
Clark,,48692,50766,53423,7,4.3,5.2,13
Columbia,,46301,47011,50073,12,1.5,6.5,3
Douglas,,38059,40050,41508,33,5.2,3.6,29
Franklin,,35428,36666,37390,38,3.5,2,36
,,,,,,,,
Grant,,38340,39488,39789,36,3,0.8,38
Jefferson,,47338,50090,52580,9,5.8,5,15
King,,79742,84542,90438,1,6,7,1
Lewis,,39641,41100,43453,24,3.7,5.7,10
Lincoln,,43984,45266,46312,18,2.9,2.3,34
Mason,,39190,40735,42767,27,3.9,5,14
Pierce,,47310,49137,52114,10,3.9,6.1,7
San Juan,,71936,72862,76749,2,1.3,5.3,12
Stevens,,36802,37812,39505,37,2.7,4.5,18
Thurston,,47328,48820,51684,11,3.2,5.9,9
,,,,,,,,
Barbour,,29150,30382,32290,43,4.2,6.3,20
Berkeley,,38466,39677,41201,14,3.1,3.8,45
Boone,,30171,31671,33592,39,5,6.1,23
Calhoun,,26886,28331,30155,52,5.4,6.4,17
Clay,,28236,29274,30925,47,3.7,5.6,26
Fayette,,31469,32740,34577,34,4,5.6,27
Gilmer,,26554,27975,28917,53,5.4,3.4,48
Grant,,35376,36184,36691,27,2.3,1.4,53
Hampshire,,33282,33715,35068,32,1.3,4,44
Hancock,,38659,40043,42128,10,3.6,5.2,32
Harrison,,42475,44879,48226,4,5.7,7.5,6
Jackson,,34226,35504,38147,21,3.7,7.4,7
Jefferson,,47062,47932,49926,2,1.8,4.2,41
Lewis,,35567,36503,40653,18,2.6,11.4,1
Lincoln,,27789,28802,30549,48,3.6,6.1,22
Logan,,32580,34605,36525,29,6.2,5.5,28
McDowell,,27625,29370,30451,50,6.3,3.7,47
Marion,,38173,40236,41980,11,5.4,4.3,39
Marshall,,35177,38082,41028,16,8.3,7.7,4
Mason,,30371,31690,33318,40,4.3,5.1,33
Mercer,,34406,35745,37452,23,3.9,4.8,36
Mineral,,36209,37261,38815,19,2.9,4.2,40
Monroe,,28467,29430,30359,51,3.4,3.2,49
Morgan,,32216,33190,34533,35,3,4,43
Nicholas,,30898,31916,34102,37,3.3,6.8,11
Ohio,,53190,60899,65100,1,14.5,6.9,10
Pendleton,,33157,35236,35140,31,6.3,-0.3,55
Pocahontas,,35343,36785,38172,20,4.1,3.8,46
Putnam,,42896,43973,46941,5,2.5,6.7,12
Randolph,,34007,34896,36533,28,2.6,4.7,37
Roane,,30940,32902,34770,33,6.3,5.7,25
Taylor,,35413,37954,40675,17,7.2,7.2,8
Tyler,,32702,35457,37336,24,8.4,5.3,30
Upshur,,30184,31213,33261,41,3.4,6.6,15
Wayne,,30020,31596,33637,38,5.2,6.5,16
Webster,,26406,27011,27816,55,2.3,3,52
Wood,,38313,39614,42669,9,3.4,7.7,5
Wyoming,,27333,28818,30510,49,5.4,5.9,24
,,,,,,,,
Adams,,36745,38296,38736,70,4.2,1.1,72
Ashland,,37593,39041,41106,65,3.9,5.3,8
Brown,,48461,50295,52821,10,3.8,5,13
Buffalo,,41821,43191,44756,48,3.3,3.6,57
Chippewa,,42154,44108,46162,38,4.6,4.7,29
Clark,,37444,39389,40228,67,5.2,2.1,71
Columbia,,47124,48837,51147,14,3.6,4.7,27
Crawford,,39200,40294,41485,62,2.8,3,65
Dodge,,41513,42808,44799,47,3.1,4.7,30
Douglas,,39439,40800,43004,57,3.5,5.4,6
Dunn,,36954,38216,39948,68,3.4,4.5,32
Florence,,51969,50884,54346,7,-2.1,6.8,1
Forest,,38143,39608,41517,61,3.8,4.8,21
Grant,,39812,41598,43310,53,4.5,4.1,47
Green,,47834,49039,51026,15,2.5,4.1,48
Iowa,,44869,46211,48073,27,3,4,50
Iron,,46966,48743,51471,12,3.8,5.6,5
Jackson,,41358,43876,46528,34,6.1,6,3
Jefferson,,42466,44085,46241,36,3.8,4.9,19
Lafayette,,41291,41984,43042,56,1.7,2.5,69
Lincoln,,42459,43826,45766,43,3.2,4.4,35
Marquette,,38315,39504,41182,64,3.1,4.2,42
Menominee,,28819,29065,30371,72,0.9,4.5,33
,,,,,,,,
Oneida,,46481,49310,51715,11,6.1,4.9,20
Pierce,,43592,44273,45936,40,1.6,3.8,55
Polk,,43454,44972,46514,35,3.5,3.4,60
Portage,,42164,44020,45886,42,4.4,4.2,43
Richland,,40540,41440,43233,54,2.2,4.3,39
Rock,,40968,42189,44204,50,3,4.8,24
Rusk,,40804,42647,44199,51,4.5,3.6,56
Taylor,,37062,37910,39051,69,2.3,3,63
Vernon,,37511,38791,40356,66,3.4,4,49
Walworth,,45574,47760,50023,19,4.8,4.7,26
Washington,,53265,55813,58601,5,4.8,5,14
Winnebago,,44662,46131,48101,26,3.3,4.3,40
Wood,,43498,44776,46743,33,2.9,4.4,36
,,,,,,,,
Wyoming,,54610,56377,60361,--,3.2,7.1,--
Albany,,39578,39627,40444,21,0.1,2.1,23
Big Horn,,35146,35627,36903,23,1.4,3.6,21
Campbell,,46850,49502,52824,9,5.7,6.7,10
Carbon,,50168,53844,58372,3,7.3,8.4,6
Crook,,43827,43572,46081,16,-0.6,5.8,13
Fremont,,40057,41232,43633,18,2.9,5.8,12
Johnson,,47137,48287,51314,13,2.4,6.3,11
Lincoln,,38970,39981,43049,20,2.6,7.7,7
Park,,48460,51543,54308,7,6.4,5.4,16
Platte,,45300,47044,48442,14,3.8,3,22
Sheridan,,53249,54470,58223,4,2.3,6.9,9
Teton,,214020,227753,251728,1,6.4,10.5,2
